gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
MetazoaPoriferaAmphimedonqueenslandica_4711646__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaSyconciliatum_5104503__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5056434__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaStylissacarteri_5090809__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23046708__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaSyconciliatum_5113965__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5059033__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2807237__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaSyconciliatum_5117415__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
EuglenozoaEP00668Euglenalonga_12402153__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23116451__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaEphydatiamuelleri_4930466__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaSyconciliatum_5131748__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaHaliclonatubifera_4954606__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaArthropodaEP00090Calanusglacialis_693774__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaStylissacarteri_5080242__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaEP00118Oscarellapearsei_4835717__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
MetazoaPoriferaSyconciliatum_5149623__ELTD_MYCS2_Erythritol_L-threitol_dehydrogenase_OS_	OG12	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14562709__DOIAD_STRRI_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
MetazoaBrachiopodaLingulaunguis_1299907__DOIAD_STRRY_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
MetazoaCnidariaClytiahemisphaerica_3078174__DOIAD_STRLV_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
StramenopilesPhytophthorainfestansUP000006643_26375667__DHSO_BACHD_Sorbitol_dehydrogenase_OS_	OG12	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10755849__DOIAD_STRKN_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12062185__DOIAD_STRSD_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
BreviataEP00033Pygsuiabiforma_5530278__DOIAD_STRRI_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
AlveolataEP00742ColponemidiaspColp10_4274736__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG12	1.0		
RhodelphisEP00736Rhodelphismarinus_22805087__DOIAD_STRFR_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
ChoanoflagellataEP00047Mylnosigafluctuans_11133945__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG12	1.0		
MetazoaAnnelidaEP00103Capitellateleta_57730__RSPB_ECOLI_Starvation-sensing_protein_RspB_OS_	OG12	1.0		
ChoanoflagellataEP00047Mylnosigafluctuans_11133946__ARPD_ENTAV_D-arabitol-phosphate_dehydrogenase_OS_	OG12	1.0		
ChloroplastidaEP00738Chloropiconprimus_8597139__DOIAD_STRRI_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6362977__DOIAD_STRSD_2-deoxy-scyllo-inosamine_dehydrogenase_OS_	OG12	1.0		
ChoanoflagellataEP00045Choanoecaperplexa_11087833__TDH_SHEWM_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5035210__TDH_SHEPC_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaEphydatiamuelleri_4907306__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaClytiahemisphaerica_3086946__TDH_PYRFU_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaMolluscaEP00106Octopusbimaculoides_4155098__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaAnthopleuraelegantissima_3003717__TDH_BACSU_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaUrochordataOikopleuradioica_5372203__TDH_BACLD_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaMontastraeacavernosa_3350099__TDH_THEKO_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaSyconciliatum_5140524__TDH_SHEB8_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaBrachiopodaLingulaunguis_1301491__TDH_PYRAB_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaHaliclonatubifera_4958572__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4713416__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaFungiascutaria_3202262__TDH_SHEFN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaStylissacarteri_5079176__TDH_ECO7I_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaUrochordataOikopleuradioica_5372204__TDH_CHESB_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5032945__TDH_RHIME_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14562064__TDH_THET2_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaStylissacarteri_5082398__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaArthropodaEP00090Calanusglacialis_679606__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaAureliaGenome_3054587__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
AmoebozoaEP00007CuneaspBSH02190019_4981336__TDH_THEON_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaEP00118Oscarellapearsei_4819193__TDH_CHRVO_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaUrochordataEP00059Cionaintestinalis_5345336__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaHaliclonatubifera_4969275__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaBrachiopodaLingulaunguis_1299259__TDH_THEKO_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4713402__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaMadracisauretenra_3301610__TDH_THEKO_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
AmoebozoaEP00029Vermamoebavermiformis_5286426__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaAnnelidaEP00103Capitellateleta_72087__TDH_DEIRA_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaStylophorapistillata_3684739__TDH_SHISS_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaLeucosoleniacomplicata_4972489__TDH_LEGPC_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
FilastreaCapsasporaowczarzakiUP000008743_12981353__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaBrachiopodaLingulaunguis_1299192__TDH_YERPP_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaEP00118Oscarellapearsei_4819192__TDH_CHRVO_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5008603__TDH_PSEHT_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaMolluscaLottiagigantea_4203871__TDH_COXBN_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
MetazoaCnidariaGorgoniaventalina_3236558__TDH_PARP8_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23112056__TDH_PROMH_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
ChoanoflagellateaMonosigabrevicollisUP000001357_11430580__TDH_COLP3_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
RigifilidaEP00004Rigifilaramosa_23118919__TDH_PROMH_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
BreviataEP00033Pygsuiabiforma_5528799__TDH_PROMH_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
ChoanoflagellataEP00050Salpingoecakvevrii_11204439__TDH_SHEB8_L-threonine_3-dehydrogenase_OS_	OG13	1.0		
StramenopilesPhytophthorainfestansUP000006643_26374625__BDHA_BACSU__R_R_-butanediol_dehydrogenase_OS_	OG14	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5624400_	OG14	1.0		
MetazoaCnidariaGorgoniaventalina_3236573__YGD6_SCHPO_Zinc-type_alcohol_dehydrogenase-like_protein_C1773.06c_OS_	OG14	1.0		
HaptophytaEP00327Prymnesiumparvum_14277344__LGRD_BREPA_Linear_gramicidin_synthase_subunit_D_OS_	OG14	1.0		
HaptophytaEP00327Prymnesiumparvum_14277303__LGRD_BREPA_Linear_gramicidin_synthase_subunit_D_OS_	OG14	1.0		
ChoanoflagellataEP00039Didymoecacostata_10869042__ARAB_BACHD_Ribulokinase_OS_	OG15	1.0		
ChoanoflagellataEP00040Diaphanoecagrandis_10896663__DHSO_BACSU_Sorbitol_dehydrogenase_OS_	OG15	1.0		
ChoanoflagellataEP00037Helgoecanana_10800618__ARAB_BACSK_Ribulokinase_OS_	OG15	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10743958__ARAB_BACSU_Ribulokinase_OS_	OG15	1.0		
FungiEP00150Ustilagomaydis_13255677__ADH1_GEOSE_Alcohol_dehydrogenase_OS_	OG16	1.0		
FungiFusariumoxysporumUP000002489_13367701__ADH3_GEOSE_Alcohol_dehydrogenase_OS_	OG16	1.0		
FungiFusariumoxysporumUP000002489_13362590__FAHD2_XENLA_Fumarylacetoacetate_hydrolase_domain-containing_protein_2_OS_	OG16	1.0		
FungiFusariumoxysporumUP000002489_13370657__ADH1_GEOSE_Alcohol_dehydrogenase_OS_	OG16	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23114583__ADH1A_SAAHA_Alcohol_dehydrogenase_1A_OS_	OG17	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23115836__ADH1_ORYSI_Alcohol_dehydrogenase_1_OS_	OG17	1.0		
MetazoaAnnelidaEP00103Capitellateleta_58717__TDH_CHRVO_L-threonine_3-dehydrogenase_OS_	OG18	1.0		
ChoanoflagellataEP00039Didymoecacostata_10882698__Y1895_MYCTU_Probable_zinc-binding_alcohol_dehydrogenase_Rv1895_OS_	OG18	1.0		
TelonemiaP00656Telonemasubtile_26545701__TDH_CALS4_L-threonine_3-dehydrogenase_OS_	OG18	1.0		
TelonemiaP00656Telonemasubtile_26529014__TDH_CHRVO_L-threonine_3-dehydrogenase_OS_	OG18	1.0		
ChoanoflagellataEP00045Choanoecaperplexa_11093937__DHSO1_YEAST_Sorbitol_dehydrogenase_1_OS_	OG18	1.0		
ChoanoflagellataEP00047Mylnosigafluctuans_11120828__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG18	1.0		
ChoanoflagellateaMonosigabrevicollisUP000001357_11434720__XYL2_ARTOC_Probable_D-xylulose_reductase_A_OS_	OG18	1.0		
IchthyosporeaSphaeroformaarcticaUP000054560_14626800__Y1895_MYCTU_Probable_zinc-binding_alcohol_dehydrogenase_Rv1895_OS_	OG19	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14550369__YBDR_ECOLI_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_YbdR_OS_	OG19	1.0		
FungiFusariumoxysporumUP000002489_13365143__FADH_METMR_S-_hydroxymethyl_glutathione_dehydrogenase_OS_	OG19	1.0		
FungiEP00150Ustilagomaydis_13255941__YBDR_ECOLI_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_YbdR_OS_	OG19	1.0		
FungiSpizellomycespunctatusUP000053201_13455577__ADHB_BACSU_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_AdhB_OS_	OG19	1.0		
FungiFusariumoxysporumUP000002489_13365510__ADHB_BACSU_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_AdhB_OS_	OG19	1.0		
FungiFusariumoxysporumUP000002489_13369474__YBDR_ECOLI_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_YbdR_OS_	OG19	1.0		
FungiFusariumoxysporumUP000002489_13370467__FADH_METMR_S-_hydroxymethyl_glutathione_dehydrogenase_OS_	OG19	1.0		
ChoanoflagellataEP00045Choanoecaperplexa_11081101__ADHB_BACSU_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_AdhB_OS_	OG19	1.0		
FungiFusariumoxysporumUP000002489_13368699__Y1895_MYCTU_Probable_zinc-binding_alcohol_dehydrogenase_Rv1895_OS_	OG19	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6368250__YBDR_ECOLI_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_YbdR_OS_	OG19	1.0		
PluriformeaEP00127Corallochytriumlimacisporum_21620652__YBDR_ECOLI_Uncharacterized_zinc-type_alcohol_dehydrogenase-like_protein_YbdR_OS_	OG19	1.0		
MetazoaBryozoaBugulaneritina_2770916__DHSO_BACSU_Sorbitol_dehydrogenase_OS_	OG20	1.0		
MetazoaBryozoaBugulaneritina_2630041__DHSO_BACSU_Sorbitol_dehydrogenase_OS_	OG20	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10736067__XYLD_RHIME_Putative_D-xylulose_reductase_OS_	OG21	1.0		
MetazoaNematodaCaenorhabditiselegans_4317165__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3827935__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaAcoelaHofsteniamiamia_2681__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiFusariumoxysporumUP000002489_13368064__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaAnthopleuraelegantissima_3004676__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaArthropodaDrosophilamelanogaster_243004__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaMadracisauretenra_3279432__DHSO_RAT_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2795413__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaHydramagnapapillata_3261117__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaMolluscaLottiagigantea_4219202__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaUrochordataEP00059Cionaintestinalis_5335312__DHSO_RAT_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiFusariumoxysporumUP000002489_13359037__LAD_HYPJE_L-arabinitol_4-dehydrogenase_OS_	OG21	1.0		
MetazoaVertebrateMusmusculus_6537824__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaAnnelidaEP00103Capitellateleta_72648__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
EuglenozoaEP00668Euglenalonga_12419976__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaStylophorapistillata_3684440__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaEchinodermataAcanthasterplanci_3800514__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaGorgoniaventalina_3216539__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaVertebrateDaniorerio_5424933__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5633117__DHSO_ARATH_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1281113__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1287398__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1282714__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4695918__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4068352__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiFusariumoxysporumUP000002489_13361066__LAD_ASPNC_L-arabinitol_4-dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaStylissacarteri_5086417__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1278653__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaMontastraeacavernosa_3346229__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaLeucosoleniacomplicata_4996656__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2830983__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaNematostellavectensis_3390473__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3827934__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
HaptophytaEP00319Phaeocystisglobosa_14054856__DHSO_ARATH_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaHaliclonatubifera_4962397__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
IchthyosporeaEP00126Sphaerothecumdestruens_14604000__DHSO_MACFA_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaEphydatiamuelleri_4921552__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiFusariumoxysporumUP000002489_13356951__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBryozoaBugulaneritina_2343506__DHSO_RAT_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3825189__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaHaliclonatubifera_4959016__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaClytiahemisphaerica_3099101__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2811057__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaArthropodaDaphniapulex_192039__DHSO_RAT_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiEP00150Ustilagomaydis_13253030__XYL2_EMENI_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaCnidariaFungiascutaria_3203993__DHSO_RAT_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FilastreaCapsasporaowczarzakiUP000008743_12981539__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaEchinodermataAcanthasterplanci_3800505__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4068325__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaVertebrateEptatretusburgeri_6408966__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaVertebrateEptatretusburgeri_6408963__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1283282__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaUrochordataOikopleuradioica_5359116__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2811058__DHSO_RAT_Sorbitol_dehydrogenase_OS_	OG21	1.0		
RhizariaEP00473Plasmodiophorabrassicae_22117635__DHSO_ARATH_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaAureliaGenome_3074588__DHSO_MACFA_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBryozoaBugulaneritina_2279905__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
StramenopilesPhytophthorainfestansUP000006643_26371773__XYL2_ASPCL_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4679455__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiEP00150Ustilagomaydis_13250818__LAD_ASPOZ_L-arabinitol_4-dehydrogenase_OS_	OG21	1.0		
FungiEP00150Ustilagomaydis_13250814__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1300704__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaVertebrateHomosapiens_6457665__DHSO_HUMAN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
StramenopilesPhytophthorainfestansUP000006643_26371772__XYL2_ASPCL_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2830987__DHSO_MACFA_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1297686__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiSaccharomycescerevisiaeUP000002311_13450178__DHSO2_YEAST_Sorbitol_dehydrogenase_2_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2830982__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaMolluscaLottiagigantea_4207493__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1281668__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBryozoaBugulaneritina_2664805__XYL2_ASPFU_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1296835__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCnidariaAstreoporasp_3047121__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiFusariumoxysporumUP000002489_13359473__XYL2_ASPFU_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4050516__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23043994__DHSO_RAT_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaNematodaLoaloa_4413010__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaLeucosoleniacomplicata_4988761__DHSO_MACFA_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaUrochordataOikopleuradioica_5358161__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiRhizopusmicrosporusUP000242254_13429638__LAD_ASPOZ_L-arabinitol_4-dehydrogenase_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2830507__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBrachiopodaLingulaunguis_1290692__DHSO_MACFA_Sorbitol_dehydrogenase_OS_	OG21	1.0		
AmoebozoaEP00029Vermamoebavermiformis_5275915__DHSO_ARATH_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiFusariumoxysporumUP000002489_13363882__XYL2_ASPTN_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaArthropodaEP00090Calanusglacialis_713272__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
StramenopilesPhytophthorainfestansUP000006643_26371775__XYL2_ASPCL_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2830508__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4710528__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaNematodaCaenorhabditiselegans_4317166__DHSO_MOUSE_Sorbitol_dehydrogenase_OS_	OG21	1.0		
StramenopilesPhytophthorainfestansUP000006643_26371109__XYL2_ASPCL_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3810982__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaCtenophoraPleurobrachiabachei_3760555__DHSO_HUMAN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiSaccharomycescerevisiaeUP000002311_13450229__XYL2_YEAST_D-xylulose_reductase_OS_	OG21	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14562189__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5279231__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
FungiSaccharomycescerevisiaeUP000002311_13446862__DHSO1_YEAST_Sorbitol_dehydrogenase_1_OS_	OG21	1.0		
MetazoaCnidariaClytiahemisphaerica_3080132__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaMolluscaEP00106Octopusbimaculoides_4169660__DHSO_CHICK_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaPoriferaStylissacarteri_5092411__DHSO_BOVIN_Sorbitol_dehydrogenase_OS_	OG21	1.0		
MetazoaBryozoaBugulaneritina_2740527__XYL2_NEOFI_Probable_D-xylulose_reductase_A_OS_	OG21	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5882223__DHSO_ARATH_Sorbitol_dehydrogenase_OS_	OG21	1.0		
