gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
MetazoaCnidariaNematostellavectensis_3379703__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaAnnelidaEP00103Capitellateleta_54983__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChoanoflagellataEP00045Choanoecaperplexa_11091214__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateMusmusculus_6535765__PYRD2_MOUSE_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13498427__CRTS1_ONCHC_Prolycopene_isomerase_1__chloroplastic_OS_	OG1	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7478268__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14701933__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaNematodaLoaloa_4416717__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
CryptophyceaeGuillardiathetaUP000011087_12248204__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaCnidariaMadracisauretenra_3296622__CRTSO_ARATH_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2236856__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12399765__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
FungiFusariumoxysporumUP000002489_13367715__CRTI_CERNC_Phytoene_desaturase_OS_	OG1	1.0		
MetazoaPlacozoaEP00114TrichoplaxspH2_4514611__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10745452__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12437794__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12071343__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14050792__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00039Didymoecacostata_10865159__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CryptophyceaeGuillardiathetaUP000011087_12253048__CRTD_HALJP_Carotenoid_3_4-desaturase_OS_	OG1	1.0		
AlveolataEP00742ColponemidiaspColp10_4279196__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
AmoebozoaEP00007CuneaspBSH02190019_4980299__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14272054__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26531490__CRTD_HALJP_Carotenoid_3_4-desaturase_OS_	OG1	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13493902__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaCnidariaAureliaGenome_3062095__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23045888__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12437384__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateDaniorerio_5412012__RTSTL_DANRE_Inactive_all-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaAnthopleuraelegantissima_3010887__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13487448__CRTSO_SOLLC_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaEchinodermataAcanthasterplanci_3794014__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14304249__CRTSO_ARATH_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4575297__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7481952__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1292444__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaUrochordataOikopleuradioica_5365986__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6354197__CRTSO_SOLLC_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaVertebrateMusmusculus_6537883__RETST_MOUSE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6399458__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14701935__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4575279__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaGorgoniaventalina_3207642__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CryptophyceaeGuillardiathetaUP000011087_12258897__CRTS1_ONCHC_Prolycopene_isomerase_1__chloroplastic_OS_	OG1	1.0		
MetazoaAnnelidaEP00103Capitellateleta_56509__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaArthropodaEP00090Calanusglacialis_696961__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14263888__CRTSO_SOLLC_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaCnidariaMadracisauretenra_3296067__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14073042__CRTS2_ONCHC_Prolycopene_isomerase_2__chloroplastic_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14282962__CRTS1_ONCHC_Prolycopene_isomerase_1__chloroplastic_OS_	OG1	1.0		
MetazoaCnidariaMadracisauretenra_3276831__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12038410__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26516293__RETST_HUMAN_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPoriferaLeucosoleniacomplicata_4973416__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HeteroloboseaEP00761Pharyngomonaskirbyi_14482300__CRTN_METSP_4_4_-diapophytoene_desaturase__4_4_-diapolycopene-forming__OS_	OG1	1.0		
ChoanoflagellataEP00050Salpingoecakvevrii_11198938__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4709645__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2081363__PYRD2_PONAB_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12048639__CRTD_HALJP_Carotenoid_3_4-desaturase_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14072476__CRTSO_SOLLC_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaPoriferaStylissacarteri_5088098__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5600538__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12061611__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14313554__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaArthropodaDaphniapulex_214823__DYH3_MOUSE_Dynein_heavy_chain_3__axonemal_OS_	OG1	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6360126__CRTS2_ONCHC_Prolycopene_isomerase_2__chloroplastic_OS_	OG1	1.0		
ApusomonadidaThecamonastrahensUP000054408_5484087__CRTD_HALJP_Carotenoid_3_4-desaturase_OS_	OG1	1.0		
FilastreaCapsasporaowczarzakiUP000008743_12979053__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14304971__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
CryptophyceaeGuillardiathetaUP000011087_12247280__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
MetazoaUrochordataEP00059Cionaintestinalis_5335618__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2807887__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaStylophorapistillata_3674834__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
StramenopilesPhytophthorainfestansUP000006643_26369902__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaArthropodaDaphniapulex_209096__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateDaniorerio_5418637__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaMolluscaLottiagigantea_4215025__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaSyconciliatum_5121965__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaUrochordataOikopleuradioica_5365984__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateHomosapiens_6466361__OXLA_HUMAN_L-amino-acid_oxidase_OS_	OG2	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7468280__UFAA1_MYCTU_Tuberculostearic_acid_methyltransferase_UfaA1_OS_	OG2	1.0		
MetazoaCnidariaStylophorapistillata_3674936__OXLA_CROAT_L-amino-acid_oxidase_apoxin-1_OS_	OG3	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6370171__PDS_ARATH_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12033456__PPOC_ARATH_Protoporphyrinogen_oxidase_1__chloroplastic_OS_	OG3	1.0		
CryptophyceaeGuillardiathetaUP000011087_12264405__PDS_ARATH_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23113925__PPOC_ORYSJ_Protoporphyrinogen_oxidase__chloroplastic_OS_	OG3	1.0		
CryptophyceaeGuillardiathetaUP000011087_12266325__PDS_SYNE7_15-cis-phytoene_desaturase_OS_	OG3	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7463381__PDS_ARATH_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13498695__PDS_ONCHC_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
HaptophytaEP00327Prymnesiumparvum_14278629__PDS_CAPAN_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
ChloroplastidaEP00738Chloropiconprimus_8601328__PDS_ARATH_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23041822__PDS_SYNE7_15-cis-phytoene_desaturase_OS_	OG3	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5872998__PDS_ARATH_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23116194__PDS_SYNE7_15-cis-phytoene_desaturase_OS_	OG3	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12045632__PDS_ARATH_15-cis-phytoene_desaturase__chloroplastic_chromoplastic_OS_	OG3	1.0		
CryptophyceaeEP00290BaffinellaspCCMP2293_12038629__PPOC_ARATH_Protoporphyrinogen_oxidase_1__chloroplastic_OS_	OG3	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23042914__LDL1_ARATH_Lysine-specific_histone_demethylase_1_homolog_1_OS_	OG4	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4702471__PAO5_ARATH_Probable_polyamine_oxidase_5_OS_	OG4	1.0		
MetazoaEchinodermataAcanthasterplanci_3795601__KDM1A_HUMAN_Lysine-specific_histone_demethylase_1A_OS_	OG4	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3804278__KDM1A_HUMAN_Lysine-specific_histone_demethylase_1A_OS_	OG4	1.0		
AmoebozoaEP00029Vermamoebavermiformis_5283244__PAO4_ORYSJ_Polyamine_oxidase_4_OS_	OG4	1.0		
FungiSpizellomycespunctatusUP000053201_13458493__FLD_ARATH_Protein_FLOWERING_LOCUS_D_OS_	OG4	1.0		
MetazoaAcoelaHofsteniamiamia_20486__KDM1A_MOUSE_Lysine-specific_histone_demethylase_1A_OS_	OG4	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14549883__PAO4_ARATH_Probable_polyamine_oxidase_4_OS_	OG4	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13500563__LDL1_ARATH_Lysine-specific_histone_demethylase_1_homolog_1_OS_	OG4	1.0		
MetazoaArthropodaDaphniapulex_191589__KDM1A_MOUSE_Lysine-specific_histone_demethylase_1A_OS_	OG4	1.0		
MetazoaArthropodaEP00090Calanusglacialis_678383__AOFB_PIG_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
RhodelphisEP00736Rhodelphismarinus_22802392__PUO_KOCRO_Putrescine_oxidase_OS_	OG5	1.0		
MetazoaAnnelidaEP00103Capitellateleta_61586__AOFA_HORSE_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4930043__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
AlveolataEP00742ColponemidiaspColp10_4272312__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
MetazoaMolluscaLottiagigantea_4211828__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2826360__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
MetazoaVertebrateMusmusculus_6540977__AOFB_MOUSE_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2822385__AOFB_MOUSE_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
MetazoaVertebrateHomosapiens_6455315__AOFA_HUMAN_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
MetazoaCnidariaStylophorapistillata_3672699__AOFB_MOUSE_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
MetazoaCnidariaAnthopleuraelegantissima_3004728__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10723848__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
RhodelphisEP00736Rhodelphismarinus_22806194__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
MetazoaCnidariaGorgoniaventalina_3222844__AOFA_CANLF_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3818616__AOFA_CANLF_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
MetazoaEchinodermataAcanthasterplanci_3797772__AOFB_MOUSE_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4927585__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
MetazoaCnidariaPoritesaustraliensis_3536664__AOFB_MOUSE_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
MetazoaEchinodermataAcanthasterplanci_3792678__AOFB_MOUSE_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
MetazoaCnidariaStylophorapistillata_3672400__AOFA_PONAB_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
MetazoaCnidariaAcroporadigitifera_2945740__AOFB_RAT_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
CollodictyonidaeEP00002Diphylleiarotans_11646477__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
AlveolataEP00742ColponemidiaspColp10_4272023__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2826361__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14689240__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14701966__FAA29_MYCMM_4-hydroxyphenylalkanoate_adenylyltransferase_OS_	OG5	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3809302__AOFA_HORSE_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2826140__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4058484__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
MetazoaVertebrateDaniorerio_5433537__AOF_DANRE_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
CollodictyonidaeEP00002Diphylleiarotans_11646476__AOFA_PONAB_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4058530__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
ChoanoflagellataEP00037Helgoecanana_10785984__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
MetazoaVertebrateMusmusculus_6537752__AOFA_MOUSE_Amine_oxidase__flavin-containing__A_OS_	OG5	1.0		
MetazoaAnnelidaEP00103Capitellateleta_75794__AOF_ONCMY_Amine_oxidase__flavin-containing__OS_	OG5	1.0		
ChoanoflagellataEP00047Mylnosigafluctuans_11124854__AOFA_DICDI_Probable_flavin-containing_monoamine_oxidase_A_OS_	OG5	1.0		
MetazoaEchinodermataAcanthasterplanci_3792675__AOFB_BOVIN_Amine_oxidase__flavin-containing__B_OS_	OG5	1.0		
AmoebozoaDictyosteliumdiscoideumUP000002195_4927268__PAO3_ARATH_Polyamine_oxidase_3_OS_	OG6	1.0		
